Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2012","81230","Yorkshire and The Humber","Sheffield","A6102","PU","433139","390854","A61","A1602","0.31","9","8","1473","41","219","11","2","2","0","0","0","17","1758"
"2012","81236","Yorkshire and The Humber","Sheffield","A61","PU","435650","388160","C761 Nursery Street","A6109","0.19","7","23","2651","6","374","48","11","14","1","4","12","91","3144"
"2012","81237","Yorkshire and The Humber","Sheffield","A61","PU","435825","388055","A6109","A6135","0.12","5","15","1767","4","249","32","8","9","1","3","8","61","2096"
"2012","81238","Yorkshire and The Humber","Sheffield","A6109","PU","435858","388155","A61","A6135","0.12","5","15","1767","4","249","32","8","9","1","3","8","61","2096"
"2012","81249","Yorkshire and The Humber","Sheffield","A6187","PR","426381","380458","Toad's Mouth","A6187 split","0.43","8","11","670","8","106","11","0","1","1","3","4","19","814"
"2012","81290","Yorkshire and The Humber","Wakefield","A655","PU","440000","423110","B6134 Havertop Lane","M62","0.87","7","37","5321","12","794","89","25","32","13","53","70","282","6446"
"2012","81291","Yorkshire and The Humber","Wakefield","A655","PU","440046","422267","B6133 Church Lane","B6134 Havertop Lane","0.68","12","22","3439","14","374","30","13","12","2","9","8","73","3921"
"2012","81292","Yorkshire and The Humber","Wakefield","A6539","PR","441434","423040","B6134 Havertop Lane","A639","1.93","42","56","5290","15","666","45","16","13","1","6","4","85","6112"
"2012","81293","Yorkshire and The Humber","Wakefield","A639","PU","442887","424369","A639","A639","0.25","8","26","1772","20","152","13","3","3","0","2","2","23","1993"
"2012","81310","Yorkshire and The Humber","Leeds","A659","PR","440775","445770","Roundabout A168","A1(T)","0.25","3","18","2089","12","343","53","11","13","7","34","44","162","2623"
"2012","81311","Yorkshire and The Humber","Leeds","A168","PR","440464","447478","Roundabout A659","Roundabout","1.18","10","26","6506","51","1028","107","15","15","16","21","16","189","7801"
"2012","81325","Yorkshire and The Humber","Wakefield","A638","PR","445000","415170","A628 Acton Moor Top","A6021 Elm Farm","3.17","66","166","8349","58","1248","142","19","26","19","29","38","271","10093"
"2012","81326","Yorkshire and The Humber","Wakefield","A638","PR","447592","412490","A6021 Elm Farm","A6021 Dale lane","0.43","3","8","937","6","157","28","5","38","6","18","18","114","1222"
"2012","81327","Yorkshire and The Humber","Wakefield","A638","PR","448785","412056","LA Boundary","A6021 Dale lane","0.93","10","31","2181","4","317","69","17","17","29","88","86","305","2838"
"2012","81372","Yorkshire and The Humber","Leeds","A1","TR","440462","446439","A661N","A58","1.93","0","78","35478","203","7335","874","233","134","398","2358","3402","7399","50493"
"2012","81377","Yorkshire and The Humber","Wakefield","A6021","PR","444947","412570","A6021 Elm Farm","A628","2.3","33","77","4252","9","583","103","20","42","50","85","119","419","5341"
"2012","81378","Yorkshire and The Humber","Wakefield","A6021","PR","449429","413206","A6021 Dale lane","A1","2.3","24","70","5214","65","1062","194","40","79","44","282","227","865","7275"
"2012","81380","Yorkshire and The Humber","Leeds","A58","PR","440680","447730","A661","LA Boundary","1.99","8","23","4735","72","953","184","33","57","22","25","31","352","6136"
"2012","81381","Yorkshire and The Humber","Leeds","A661","PU","440000","448375","A58","LA Boundary","1.43","40","31","7077","74","822","42","4","3","1","1","0","50","8054"
"2012","81382","Yorkshire and The Humber","Leeds","A63","PU","433356","432196","A6","M1 Junction 45","2.67","56","50","11704","58","2477","365","150","251","49","215","196","1225","15514"
"2012","81383","Yorkshire and The Humber","Leeds","A61","PU","431358","432366","A639","A653","0.5","0","21","3664","32","740","89","29","56","6","18","24","223","4680"
"2012","81384","Yorkshire and The Humber","Leeds","A61","PU","431100","433000","A639","A653","0.62","25","35","4901","88","683","181","31","47","6","14","11","290","5998"
"2012","81385","Yorkshire and The Humber","Leeds","A61","PU","430750","432450","A653","Black Bull Street","0.4","39","39","2647","140","411","24","6","5","2","9","7","53","3290"
"2012","81386","Yorkshire and The Humber","Leeds","A653","PU","430030","432600","M621 spur","A61","0.96","67","64","11286","373","1323","83","17","12","8","11","8","140","13185"
"2012","81387","Yorkshire and The Humber","Leeds","A653","PU","430750","433163","A61 and A653","A61 roundabout","0.75","70","56","7934","254","908","68","12","4","6","12","10","111","9262"
"2012","81388","Yorkshire and The Humber","Leeds","M621","TM","428954","431691","2","3","1.55","0","112","28033","286","6555","811","202","152","84","461","370","2081","37067"
"2012","81391","Yorkshire and The Humber","East Riding of Yorkshire","A164","PU","503270","439200","Wingfield Way roundabout","A164 Champney Rd","1.3","30","31","4855","48","414","28","4","0","0","1","0","35","5383"
"2012","81393","Yorkshire and The Humber","Bradford","A658","PR","419446","437791","A657","LA Boundary","0.99","39","35","5885","30","699","98","21","28","12","32","24","216","6864"
"2012","81394","Yorkshire and The Humber","Leeds","A658","PR","420000","439000","LA Boundary","A65","1.12","44","39","6620","34","786","110","24","32","14","36","27","243","7722"
"2012","81399","Yorkshire and The Humber","Leeds","A639","PU","432000","431200","A61","M621","1.49","119","141","8134","238","1971","141","58","43","14","81","57","394","10878"
"2012","81400","Yorkshire and The Humber","Leeds","A61","PU","430750","431950","M621 Jn4","A639","0.43","6","25","4796","36","925","105","34","46","16","34","34","268","6050"
"2012","81498","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","509700","462760","A166","Bridlington Bay Road","9.51","10","334","25046","480","4301","665","181","80","87","264","282","1562","31727"
"2012","81499","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","515721","466245","Bridlington Bay Road","Road from Bessingby Gate, Bridlington","1.62","2","63","4724","92","811","125","34","15","17","48","54","294","5983"
"2012","81500","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","515160","460000","B1242","Moor Lane","3.98","3","76","12215","153","2378","307","66","55","48","58","51","585","15408"
"2012","81501","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","516783","465316","Moor Lane","Kingston Rd, Bridlington","1.43","1","30","4872","62","948","123","26","22","19","23","21","234","6147"
"2012","81502","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","515039","464794","Bridlington Bay Road and A614","Moor Lane and A165","1.18","1","22","3627","45","706","91","19","17","14","17","15","175","4575"
"2012","81550","Yorkshire and The Humber","Wakefield","A1","TR","449700","416000","A1(M)","A639","4.85","4","138","70966","218","15197","2897","568","628","1533","5540","8894","20059","106577"
"2012","81551","Yorkshire and The Humber","Wakefield","A162","TR","448560","421710","A1(M)","M62","1.18","0","36","2854","16","809","156","38","67","19","100","234","615","4331"
"2012","81552","Yorkshire and The Humber","Wakefield","A1(M)","TM","448330","421490","M62","A1(T)","2.7","0","249","43279","206","8806","1406","317","425","879","3892","5050","11968","64508"
"2012","81553","Yorkshire and The Humber","Wakefield","M62","TM","445300","423950","Junction 32","A1(M) junction","1.86","0","130","34936","78","7547","1562","409","353","262","2334","4709","9630","52322"
"2012","81554","Yorkshire and The Humber","Wakefield","M62","TM","447680","423370","A1(M) junction","Junction 34","1.46","0","89","19409","135","4338","752","276","387","551","2443","3847","8256","32227"
"2012","81555","Yorkshire and The Humber","North Yorkshire","A1(M)","TM","447780","427310","LA Boundary","A63(T)","2.24","0","305","33992","198","5948","964","244","220","273","2811","4146","8660","49103"
"2012","81556","Yorkshire and The Humber","Wakefield","A1(M)","TM","446980","425700","M62","LA Boundary","1.8","0","245","27383","160","4791","777","197","177","220","2264","3340","6976","39555"
"2012","81557","Yorkshire and The Humber","North Yorkshire","A63","PR","447100","429840","A63","A1(M)","0.43","1","18","1088","5","219","34","9","11","6","24","27","110","1440"
"2012","81558","Yorkshire and The Humber","North Yorkshire","A63","PR","448870","429710","A1(M)","A162","1.18","6","22","3698","9","722","142","48","45","22","154","267","679","5129"
"2012","81559","Yorkshire and The Humber","North Yorkshire","A1(M)","TM","446910","430890","LA Boundary","A63(T)","1.86","0","125","20980","186","4640","877","175","107","350","3014","3362","7885","33814"
"2012","81560","Yorkshire and The Humber","Leeds","A1(M)","TM","444770","432940","M1","LA Boundary","3.23","0","260","39283","365","7854","1047","290","214","393","3025","5097","10066","57829"
"2012","99071","Yorkshire and The Humber","East Riding of Yorkshire","A645","PR","462000","421030","LA Boundary","A1041","2.55","5","115","2676","31","535","85","21","47","13","47","83","295","3650"
"2012","99075","Yorkshire and The Humber","North Yorkshire","A165","PR","510400","479610","A1039","A1039","0.25","1","8","1103","13","124","17","4","1","1","1","3","27","1275"
"2012","99158","Yorkshire and The Humber","Leeds","A650","PU","424000","428220","A58","A62","1.68","22","109","11913","76","2479","292","62","76","49","225","263","967","15544"
"2012","99178","Yorkshire and The Humber","North Yorkshire","A1041","PR","464371","422844","LA Boundary","A645","1.86","29","67","4320","56","759","44","3","5","31","3","1","87","5290"
"2012","99179","Yorkshire and The Humber","North Yorkshire","A645","PR","468000","425220","A1041(T)","LA Boundary","3.04","20","66","6113","46","1240","206","66","76","52","265","357","1023","8488"
"2012","99180","Yorkshire and The Humber","Bradford","A650","PU","420810","429540","A651","A650(T)","0.75","10","35","2910","24","712","135","28","37","17","60","58","334","4015"
"2012","99291","Yorkshire and The Humber","North Yorkshire","A173","PR","453680","508714","A172","LA Boundary","3.36","41","69","8932","141","1418","97","29","15","4","11","21","178","10738"
"2012","99301","Yorkshire and The Humber","North East Lincolnshire","A16","PR","527900","405300","A1243","A1098","0.68","20","41","4595","23","684","58","15","26","6","23","28","155","5498"
"2012","99302","Yorkshire and The Humber","Sheffield","A57","PR","441750","383900","A630","LA Boundary","4.04","9","276","34269","232","4594","528","177","129","22","77","43","977","40349"
"2012","99303","Yorkshire and The Humber","Sheffield","A57","PU","439250","386580","A6102","A630","0.37","0","52","7044","54","961","105","37","23","8","21","54","248","8359"
"2012","99423","Yorkshire and The Humber","North Yorkshire","A59","PR","439000","457175","A658","A1(M)","2.49","15","109","24378","145","3264","679","104","154","116","190","198","1440","29336"
"2012","99526","Yorkshire and The Humber","Leeds","M1","TM","432000","427700","42","43","1.49","0","247","50320","145","10012","1261","273","320","365","1769","1605","5592","66317"
"2012","99527","Yorkshire and The Humber","Leeds","A63","PR","438700","432600","M1 J46","A642","0.99","20","123","8705","94","1321","68","34","35","8","31","33","209","10452"
"2012","99528","Yorkshire and The Humber","Leeds","A639","PU","433000","429700","A61 Wakefield Rd","M1","0.99","2","19","4927","19","1052","103","32","18","12","94","92","351","6368"
"2012","99529","Yorkshire and The Humber","Leeds","A642","PU","440000","433300","A63(T)","Cedar Ridge","2.11","29","67","5562","50","1062","56","11","5","2","3","0","77","6818"
"2012","99545","Yorkshire and The Humber","Barnsley","A6195","PR","442400","403079","A633","A635","1.86","32","133","12028","45","2210","224","74","107","25","177","98","705","15121"
"2012","99546","Yorkshire and The Humber","Leeds","M1","TM","433000","429605","43","44","1.43","0","108","24655","93","4912","554","172","140","158","948","1126","3099","32867"
"2012","99547","Yorkshire and The Humber","Leeds","M1","TM","434500","430720","44","45","1.3","0","72","28184","114","5901","514","197","157","151","1016","1073","3107","37377"
"2012","99548","Yorkshire and The Humber","Leeds","M1","TM","437000","431030","45","46","2.61","0","255","61384","458","10645","2207","420","408","274","2160","1999","7468","80209"
"2012","99549","Yorkshire and The Humber","Leeds","M1","TM","439900","434200","46","47","2.98","0","81","50122","248","11438","1069","402","289","275","1511","2768","6314","68204"
"2012","99562","Yorkshire and The Humber","Barnsley","A6195","PU","439200","402000","Hemingfield Road roundabout","A633","1.55","5","75","9659","97","1652","194","53","28","18","92","78","463","11946"
"2012","99563","Yorkshire and The Humber","Barnsley","A6195","PR","437000","401750","A61","Woodhead Lane roundabout","1.93","12","72","9043","53","1845","322","71","44","30","159","109","734","11747"
"2012","99602","Yorkshire and The Humber","North East Lincolnshire","A46","PU","527000","408070","A16","A1243","0.62","55","54","3879","25","412","26","5","2","1","3","2","39","4409"
"2012","99624","Yorkshire and The Humber","North Yorkshire","A168","PR","438420","468500","A6055","A1(M)","5.47","18","98","11456","76","2404","362","148","104","46","130","228","1019","15052"
"2012","99625","Yorkshire and The Humber","North Yorkshire","A168","PR","440230","462000","A168 spur","A6055","5.1","15","47","4226","62","1345","129","69","75","19","43","48","382","6059"
"2012","99627","Yorkshire and The Humber","North Yorkshire","A165","PR","510050","481000","A1039W","A1039 SE","1.3","4","57","3983","32","558","76","15","6","6","12","14","128","4758"
"2012","99703","Yorkshire and The Humber","Kingston upon Hull, City of","A1033","PU","510800","430000","A1165","A165","0.62","45","30","1995","23","565","138","54","30","6","14","53","295","2907"
"2012","99704","Yorkshire and The Humber","Kingston upon Hull, City of","A1165","PU","510400","430000","A165","A1033","0.93","53","58","3501","130","1323","149","54","27","3","22","30","285","5297"
"2012","99720","Yorkshire and The Humber","York","A19","PU","460950","451000","A1036S","A1036 RING","0.37","70","17","1204","7","232","15","3","3","1","1","0","23","1484"
"2012","99733","Yorkshire and The Humber","Sheffield","A6187","PR","427000","380500","A6187 split","A625 Stony Ridge Road","0.68","11","12","858","16","103","14","1","2","1","3","5","25","1013"
"2012","99734","Yorkshire and The Humber","Sheffield","A6187","PR","426800","379750","A6187 split","A625 Stony Ridge Road","0.5","4","4","320","4","89","7","0","1","0","0","0","9","426"
"2012","99737","Yorkshire and The Humber","Sheffield","A625","PR","427520","380450","Owler Bar Rd","Hathersage Rd","0.87","13","6","789","1","91","8","2","7","1","4","6","29","917"
"2012","99831","Yorkshire and The Humber","North Lincolnshire","A160","PU","517500","416700","A1173","Dock","0.56","2","3","382","0","188","64","29","23","20","133","206","474","1047"
"2012","99832","Yorkshire and The Humber","North East Lincolnshire","A1173","PU","518000","415960","Pelham Rd","LA Boundary","1.18","19","21","2533","34","1066","170","59","73","8","89","169","568","4222"
"2012","99964","Yorkshire and The Humber","Barnsley","A6195","PU","441650","402310","A633","A633","0.43","7","24","2687","22","429","45","12","23","6","18","21","124","3286"
"2012","99965","Yorkshire and The Humber","Rotherham","A633","PU","444040","401280","Recreation Rd","A633","0.31","2","4","610","17","169","16","3","2","0","1","3","25","825"
"2013","6007","Yorkshire and The Humber","Rotherham","M1","TM","446000","389300","M18 spur","33","2.36","0","202","71547","254","15073","2702","713","510","450","1191","4903","10468","97544"
"2013","6009","Yorkshire and The Humber","Leeds","M621","TM","432150","429500","7","M1","1.18","0","84","22493","95","4721","474","139","169","82","467","392","1723","29115"
"2013","6035","Yorkshire and The Humber","Doncaster","M18","TM","466400","407900","4","5","4.04","0","120","53105","139","11340","2055","654","609","234","805","9832","14189","78892"
"2013","6054","Yorkshire and The Humber","Calderdale","M62","TM","404000","416600","22","LA Boundary","3.73","0","203","79480","306","18566","3421","717","490","1006","7074","7456","20165","118720"
"2013","6055","Yorkshire and The Humber","Leeds","M62","TM","426000","426200","27","28","3.04","0","382","71932","257","18075","2514","649","481","911","6659","6589","17803","108448"
"2013","6057","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","474600","427300","A614","M62","0.43","0","6","1844","9","337","69","21","12","18","98","83","301","2498"
"2013","6063","Yorkshire and The Humber","Leeds","M621","TM","426500","429600","RD SPLIT","1","2.49","0","142","31371","108","6817","621","159","111","136","486","435","1949","40387"
"2013","6066","Yorkshire and The Humber","Doncaster","A1","TM","454000","403800","A635","A630","3.48","0","418","65512","344","13785","2362","811","630","468","2213","10424","16908","96967"
"2013","6088","Yorkshire and The Humber","North Yorkshire","A1(M)","TM","439926","463500","47 /A59 New Road","48","5.1","0","379","92705","458","20759","4193","1015","620","1258","8373","12243","27704","142004"
"2013","6089","Yorkshire and The Humber","North Yorkshire","A1","TR","422150","500000","A6136","A1Spur to A6136 Gatherley Road","2.98","0","68","26077","152","5836","1326","257","146","299","2784","2968","7779","39912"
"2013","6222","Yorkshire and The Humber","North Lincolnshire","A18","PR","499000","406900","B1206","A1084","1.3","54","77","7615","71","1201","105","24","13","11","34","25","212","9176"
"2013","6232","Yorkshire and The Humber","North Lincolnshire","A18","PR","492000","408570","A1029","B1398","1.55","54","146","13397","63","2150","241","71","107","49","294","380","1143","16899"
"2013","6233","Yorkshire and The Humber","North Lincolnshire","A18","PR","503945","410000","B1206","A18 spur","2.92","1","45","4246","86","1250","122","35","27","6","17","23","230","5856"
"2013","6234","Yorkshire and The Humber","North East Lincolnshire","A46","PU","528320","408000","A16","A1031","0.87","90","54","5467","48","674","39","10","5","2","3","8","67","6310"
"2013","6565","Yorkshire and The Humber","Sheffield","A57","PR","430000","387100","A6101","Hagg Lane","1.49","21","55","2749","17","425","74","13","17","2","5","1","112","3359"
"2013","6576","Yorkshire and The Humber","Calderdale","A58","PR","404130","420000","A672","Jerry Lane, Sowerby Bridge","2.55","3","33","7358","132","1223","154","30","10","11","43","22","269","9014"
"2013","6577","Yorkshire and The Humber","Calderdale","A58","PU","412000","425556","A58 principal","A644","0.62","6","26","2682","50","631","88","16","19","5","32","34","195","3584"
"2013","6578","Yorkshire and The Humber","Leeds","A58","PU","423500","430000","B6135","A6110","3.23","86","118","8627","200","2142","203","38","43","6","15","10","315","11402"
"2013","6580","Yorkshire and The Humber","North Yorkshire","A59","PR","420000","455770","A65(T)","Stonecrop Drive, Harrogate","17.77","42","329","44302","178","6887","1139","338","779","152","829","1324","4562","56257"
"2013","6587","Yorkshire and The Humber","Doncaster","A60","PU","456560","400000","Woodfield Way roundabout","A630","1.37","18","44","6181","43","624","106","12","12","2","5","5","141","7033"
"2013","6593","Yorkshire and The Humber","North Yorkshire","A61","PR","430300","450000","LA Boundary","A658","2.8","16","172","12781","185","1512","114","16","20","5","16","9","179","14830"
"2013","6595","Yorkshire and The Humber","Leeds","A61","PU","432560","428000","A654","A639","1.68","37","79","5178","130","785","48","12","17","5","12","5","98","6270"
"2013","6604","Yorkshire and The Humber","Calderdale","A62","PU","417720","420800","LA Boundary","A644","0.31","19","33","2944","35","506","83","15","28","7","33","37","202","3720"
"2013","6607","Yorkshire and The Humber","Leeds","A63","PU","440000","432400","A642","Ninelands Lane","1.12","8","48","5788","69","1179","72","39","33","4","24","30","202","7286"
"2013","6612","Yorkshire and The Humber","North Yorkshire","A65","PR","390000","455130","A682","A59","10.07","17","429","25181","324","4078","642","147","160","170","267","577","1964","31976"
"2013","6613","Yorkshire and The Humber","Leeds","A65","PU","419934","441000","A6038","A658","2.11","160","86","12599","133","1873","136","30","60","16","31","30","303","14993"
"2013","6617","Yorkshire and The Humber","North Yorkshire","A66","TM","425000","512000","A1M","A66","1.99","0","32","8452","139","1513","274","81","136","32","204","323","1050","11186"
"2013","6708","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","483730","440000","A164 / A613 mini Rnbt in Holme","A614 / A1079","4.1","3","120","8400","55","2102","424","111","60","71","275","485","1426","12102"
"2013","6709","Yorkshire and The Humber","East Riding of Yorkshire","A164","PU","502880","440000","A1035","B1248","0.87","54","24","2147","23","180","11","2","0","0","0","0","14","2388"
"2013","6711","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","516790","469450","Seathorne Rd, Bridlington","LA Boundary","2.55","4","174","6642","94","1085","145","33","35","52","39","30","333","8329"
"2013","6712","Yorkshire and The Humber","East Riding of Yorkshire","A165","PR","512400","450000","B1244 (Leven Bypass Road to Hornsea","B1242 Lissett","8.64","0","92","18116","97","3848","512","136","160","104","284","191","1388","23541"
"2013","6713","Yorkshire and The Humber","Kingston upon Hull, City of","A165","PU","511370","430000","A1033","Ings Rd","1.55","449","81","7634","540","1628","128","38","31","5","18","14","233","10117"
"2013","6718","Yorkshire and The Humber","North Yorkshire","A167","PR","440000","476600","A168(T)","A61","3.91","15","41","3418","42","663","87","41","17","8","56","50","260","4424"
"2013","6720","Yorkshire and The Humber","North Yorkshire","A170","PR","470000","486100","B1257","A169","13.11","172","208","38319","506","7218","1012","116","103","49","180","182","1642","47894"
"2013","6723","Yorkshire and The Humber","North Yorkshire","A172","PR","450000","504940","A19(T)","A173","7.83","34","103","17076","143","3240","343","106","112","14","145","211","931","21492"
"2013","7346","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","475000","427850","A614 spur to M62","A63","1.12","12","23","5552","18","983","158","50","39","31","235","205","719","7294"
"2013","7347","Yorkshire and The Humber","Doncaster","A614","PU","468700","413000","A1146","Omega Boulevard","1.37","31","43","4531","127","707","54","18","9","0","1","1","84","5491"
"2013","7354","Yorkshire and The Humber","Barnsley","A616","TR","420000","401251","A628","LA Boundary","3.67","18","80","10741","62","3125","601","78","156","139","684","458","2116","16125"
"2013","7355","Yorkshire and The Humber","Sheffield","A6135","PU","438500","384860","LA Boundary","A6102","4.29","114","218","26571","939","3762","313","42","18","14","22","22","431","31921"
"2013","7360","Yorkshire and The Humber","Rotherham","A618","PU","444000","390800","A631","A6021","1.68","22","29","7634","200","792","58","18","10","1","1","2","89","8745"
"2013","7375","Yorkshire and The Humber","Wakefield","A639","PU","445460","421000","A645","A628","0.56","13","45","2853","19","491","52","13","10","1","6","8","90","3497"
"2013","7377","Yorkshire and The Humber","Bradford","A629","PR","406600","435000","A629","B6144","3.29","37","146","11217","111","2813","335","70","85","25","72","82","669","14956"
"2013","7378","Yorkshire and The Humber","Barnsley","A629","PR","425000","404540","A628","LA Boundary","2.86","14","64","5461","10","1195","153","49","56","12","63","71","404","7135"
"2013","7379","Yorkshire and The Humber","Rotherham","A629","PR","439000","394500","M1","Oaks Lane","1.8","35","103","9094","88","1741","194","32","24","26","79","48","403","11430"
"2013","7380","Yorkshire and The Humber","Sheffield","A6178","PU","438000","388900","B6200","A6102","0.93","34","30","5781","61","1087","207","33","36","5","15","20","316","7276"
"2013","7382","Yorkshire and The Humber","Rotherham","A631","PU","448000","391900","A6021","M18","2.42","36","91","21095","256","2426","224","69","41","13","70","48","465","24333"
"2013","7387","Yorkshire and The Humber","Barnsley","A633","PU","435000","408850","A628","A61","2.11","12","43","5100","36","1100","109","19","11","2","9","29","180","6458"
"2013","7388","Yorkshire and The Humber","Rotherham","A633","PU","443850","400000","A6022","A6023","1.37","17","47","5794","84","947","97","25","11","2","11","13","159","7032"
"2013","7392","Yorkshire and The Humber","Kirklees","A635","PR","418000","408600","A616","A629","2.11","30","61","6287","28","1346","59","13","40","8","23","13","157","7878"
"2013","7395","Yorkshire and The Humber","Kirklees","A638","PU","425000","421690","LA Boundary","A653","1.3","19","51","9644","162","1824","133","50","71","20","117","130","520","12200"
"2013","7396","Yorkshire and The Humber","Wakefield","A638","PR","440000","417650","A628","A645","4.54","15","299","18623","297","3443","326","41","70","8","51","66","562","23225"
"2013","7398","Yorkshire and The Humber","Leeds","A639","PU","436100","428000","A654","A642","0.31","9","26","1569","25","261","19","5","6","2","6","4","42","1922"
"2013","7399","Yorkshire and The Humber","Wakefield","A656","PU","444050","424300","A656","M62","0.75","13","32","4560","54","641","59","30","19","5","17","17","146","5433"
"2013","7400","Yorkshire and The Humber","Kirklees","A640","PR","405000","415200","B6114","M62/A643","6.21","44","148","2702","27","462","36","21","14","0","8","7","87","3427"
"2013","7401","Yorkshire and The Humber","Bradford","A641","PU","414830","426000","LA Boundary","A58","0.12","2","3","538","14","89","11","2","1","0","1","0","16","660"
"2013","7402","Yorkshire and The Humber","Leeds","A642","PR","436040","427000","M62","Oulton Drive","0.99","16","23","4562","43","723","53","11","21","15","32","21","154","5504"
"2013","7403","Yorkshire and The Humber","Leeds","A643","PU","427560","429830","A650","A6110","2.61","79","72","10959","524","2057","165","29","15","8","2","3","222","13834"
"2013","7404","Yorkshire and The Humber","Kirklees","A643","PU","417800","425000","A649","A638 mid-junction","1.3","20","23","2558","48","546","19","5","5","0","1","1","32","3206"
"2013","7405","Yorkshire and The Humber","Bradford","A644","PU","410680","430000","A647","LA Boundary","0.75","5","17","2367","37","545","74","18","30","2","7","9","140","3106"
"2013","7406","Yorkshire and The Humber","Calderdale","A644","PU","416960","422000","M62","A62","1.18","15","41","6973","20","1586","265","44","86","30","210","160","796","9417"
"2013","7407","Yorkshire and The Humber","Wakefield","A645","PU","450030","423800","A645 spur","Trundles Lane","1.8","29","35","5394","104","1204","72","34","53","12","55","79","305","7042"
"2013","7408","Yorkshire and The Humber","Calderdale","A646","PU","390000","426130","LA Boundary","Cross Lee Rd, Todmorden","2.3","34","39","3350","113","806","89","21","51","5","9","8","182","4490"
"2013","7409","Yorkshire and The Humber","Bradford","A6181","PU","416350","432790","A641","A650","0.19","1","3","740","31","102","11","3","4","0","0","1","19","895"
"2013","7410","Yorkshire and The Humber","Leeds","A647","PU","424500","434000","A6110","A657","0.5","0","25","3562","37","524","29","9","19","2","6","6","70","4218"
"2013","7412","Yorkshire and The Humber","Kirklees","A649","PU","416500","425000","LA Boundary","A643","0.31","2","7","549","3","99","4","1","0","0","0","0","6","663"
"2013","7413","Yorkshire and The Humber","Bradford","A650","PU","414000","437600","A657","A6038","0.81","30","47","5132","91","706","96","18","19","17","45","42","237","6214"
"2013","7415","Yorkshire and The Humber","Leeds","A650","PU","430000","425120","A654","M1","1.68","43","94","7739","103","1651","62","9","13","2","4","3","92","9679"
"2013","7416","Yorkshire and The Humber","Kirklees","A651","PU","421000","425000","A62","A643","1.06","19","22","2041","5","248","10","7","2","0","4","2","24","2341"
"2013","7418","Yorkshire and The Humber","Leeds","A654","PR","435500","428500","Arran Way","A639","0.81","18","39","2655","7","335","13","4","5","2","2","2","28","3064"
"2013","7419","Yorkshire and The Humber","Wakefield","A655","PU","441400","425000","A639","A6032","1.18","42","51","4932","116","1036","74","26","37","2","9","14","162","6298"
"2013","7420","Yorkshire and The Humber","North Yorkshire","A658","PR","429730","450000","A659","A61","4.97","45","196","23436","208","3161","468","86","53","47","160","146","961","27962"
"2013","7421","Yorkshire and The Humber","Bradford","A658","PU","417040","434000","A650","A6177","1.49","15","26","6451","192","908","63","24","12","1","3","3","106","7683"
"2013","7422","Yorkshire and The Humber","Leeds","A659","PR","430000","445300","A658","A61","4.41","37","129","9858","79","2137","155","38","140","11","34","43","421","12623"
"2013","7481","Yorkshire and The Humber","North Lincolnshire","A1029","PU","491670","409000","A18","B1501","0.93","102","54","3147","29","968","74","48","92","7","98","93","411","4610"
"2013","7482","Yorkshire and The Humber","Kingston upon Hull, City of","A1033","TU","515000","429150","Marfleet Avenue","LA Boundary","1.3","76","172","11130","98","1931","333","119","133","56","305","360","1307","14637"
"2013","7483","Yorkshire and The Humber","East Riding of Yorkshire","A1174","PU","503400","440000","Norwood/New Walkergate/Henmgate","A1035 / A1174 (Swinemoor Lane)","0.93","150","53","3929","58","509","32","11","2","2","2","2","50","4599"
"2013","7504","Yorkshire and The Humber","North Lincolnshire","A1077","PR","505000","421820","B1218","B1206","2.61","54","64","6034","64","889","62","10","2","2","14","18","108","7159"
"2013","7505","Yorkshire and The Humber","East Riding of Yorkshire","A1079","PR","480000","447370","A1079 Kexby Bridge","A1079 / A614  Shiptonthorpe Junction","11.06","0","144","35992","161","6756","854","145","152","190","588","707","2636","45689"
"2013","7506","Yorkshire and The Humber","East Riding of Yorkshire","A1174","PR","505100","438660","A1079 South of Dunswell","B1230","3.67","197","296","17428","145","3516","648","68","39","57","81","84","978","22363"
"2013","7728","Yorkshire and The Humber","Calderdale","A629","PU","409400","424000","A646","A58","1.49","42","85","10649","323","1397","163","37","37","5","37","41","319","12773"
"2013","7729","Yorkshire and The Humber","Calderdale","A6026","PU","407500","423600","A58","A629","2.24","68","119","8910","64","1716","219","41","23","3","25","22","333","11141"
"2013","7733","Yorkshire and The Humber","Calderdale","A6036","PU","411400","427000","A58","A644","1.55","4","28","5805","151","1094","105","19","27","4","9","8","172","7249"
"2013","7734","Yorkshire and The Humber","Bradford","A6038","PU","414880","437400","A6037","A657","0.37","16","24","2960","48","408","67","10","19","5","13","10","125","3565"
