Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","47409","Yorkshire and The Humber","Rotherham","A631","PU","443600","390000","A630","A618","0.68","13","45","6270","54","611","85","14","7","2","8","9","124","7103"
"2000","47410","Yorkshire and The Humber","Doncaster","A631","PR","460000","393230","A60","A638","4.29","71","78","15650","121","2227","479","102","184","69","248","217","1298","19373"
"2000","47417","Yorkshire and The Humber","Kirklees","A635","PU","414090","408120","A6024","A6024","0.12","2","7","420","5","56","10","2","1","0","1","1","15","503"
"2000","47419","Yorkshire and The Humber","Wakefield","A636","PR","430060","416300","A637","Hollin Lane, Calder Grove","2.42","96","130","11391","314","789","255","7","3","61","116","0","442","13066"
"2000","47420","Yorkshire and The Humber","Barnsley","A637","PU","430000","410300","A635","Ballfield Lane","2.24","3","45","5492","92","778","177","20","16","46","89","39","387","6794"
"2000","47421","Yorkshire and The Humber","Kirklees","A638","PU","424000","422300","A62","A652","2.92","41","68","15946","239","1601","306","18","18","16","35","15","408","18263"
"2000","47422","Yorkshire and The Humber","Wakefield","A638","PU","433000","420400","A636 Denby Dale Road","A636 Charlesworth Way","0.19","5","9","1322","12","117","43","7","3","3","4","4","63","1524"
"2000","47426","Yorkshire and The Humber","Wakefield","A639","PU","441200","425000","A6032","A655","0.43","12","30","1011","16","173","32","5","7","9","13","11","77","1307"
"2000","47428","Yorkshire and The Humber","Bradford","A641","PU","415760","430200","A6036","A6177","0.56","14","24","5775","91","767","182","22","13","10","13","10","250","6907"
"2000","47429","Yorkshire and The Humber","Kirklees","A641","PU","414860","420000","A62","A6107","1.99","21","113","14361","199","1455","274","25","16","17","20","14","366","16494"
"2000","47431","Yorkshire and The Humber","Kirklees","A643","PU","421600","426000","A651","A652","0.75","5","14","1253","16","168","25","2","1","2","2","3","34","1487"
"2000","47432","Yorkshire and The Humber","Kirklees","A643","PU","412357","420000","A629","LA Boundary","1.3","25","49","4193","11","491","64","7","5","5","6","4","92","4835"
"2000","47433","Yorkshire and The Humber","Calderdale","A643","PU","414500","422950","A6025","A641","0.31","7","19","1727","20","265","89","20","19","9","19","18","174","2205"
"2000","47434","Yorkshire and The Humber","Wakefield","A645","PR","440000","419900","A638","Wentworth Rd, Featherstone","2.92","14","15","7912","184","572","244","6","2","130","28","0","410","9093"
"2000","47436","Yorkshire and The Humber","Calderdale","A646","PU","406000","424250","A6139","A646","1.49","31","72","6299","142","969","134","21","3","23","25","18","224","7705"
"2000","47438","Yorkshire and The Humber","Leeds","A647","PU","420000","434140","LA Boundary","A6120","0.81","25","54","11994","156","1520","171","20","14","30","24","22","283","14007"
"2000","47440","Yorkshire and The Humber","Bradford","A650","TU","410000","440850","B6265","B6146","2.8","139","321","21711","351","3528","638","131","98","172","214","102","1355","27266"
"2000","47441","Yorkshire and The Humber","Bradford","A650","PU","417550","432000","A647","A6177","1.3","15","88","13853","295","2323","571","46","32","80","166","105","999","17558"
"2000","47443","Yorkshire and The Humber","Leeds","A650","PU","428800","426000","M62","A654","0.68","22","48","5900","46","613","301","16","10","7","9","22","366","6973"
"2000","47444","Yorkshire and The Humber","Kirklees","A651","PU","420400","427500","A652","A58","0.43","7","23","2084","25","314","61","8","3","7","9","4","92","2538"
"2000","47445","Yorkshire and The Humber","Kirklees","A652","PU","421000","426850","A643","A651","1.18","23","59","3290","45","509","121","10","6","9","7","4","158","4060"
"2000","47446","Yorkshire and The Humber","Leeds","A653","PU","427960","426000","A6029","M62","0.68","8","46","4463","53","626","103","25","44","25","67","19","281","5469"
"2000","47447","Yorkshire and The Humber","Wakefield","A655","PR","436530","420000","A638","B6133 Church Lane","3.42","80","194","10807","230","1519","323","133","93","59","86","84","777","13526"
"2000","47449","Yorkshire and The Humber","Leeds","A657","PU","420000","437080","LA Boundary","A6120","1.74","19","96","7773","105","888","150","21","10","20","32","24","257","9120"
"2000","47450","Yorkshire and The Humber","Bradford","A658","PR","420000","439000","A657","LA Boundary","1.74","16","104","13738","73","1390","81","22","25","33","48","28","238","15543"
"2000","47451","Yorkshire and The Humber","Leeds","A659","PR","440000","445960","A58","A1(T)","0.99","3","15","2872","26","177","100","11","13","4","11","8","146","3236"
"2000","47452","Yorkshire and The Humber","Bradford","A660","TR","417990","445980","LA Boundary","A65","0.43","16","31","2048","33","224","26","6","7","5","8","6","58","2394"
"2000","47480","Yorkshire and The Humber","North Yorkshire","A684","PR","380000","492560","LA Boundary","A6108","22.06","0","275","7121","145","977","137","73","24","8","24","8","275","8792"
"2000","47481","Yorkshire and The Humber","North Yorkshire","A684","PR","440000","496670","Mowbray Rd, Northallerton","A19","5.28","8","122","11610","91","1610","220","72","33","73","66","64","528","13961"
"2000","47520","Yorkshire and The Humber","North Yorkshire","A1039","PR","510839","480000","A165","A165","2.42","40","89","4996","70","704","38","3","2","8","0","1","51","5911"
"2000","47541","Yorkshire and The Humber","York","A1036","PU","460010","451242","A1036 Blossom St","A59","0.37","49","67","1462","44","76","11","9","5","3","0","0","28","1677"
"2000","47802","Yorkshire and The Humber","Doncaster","A6023","PU","446660","400000","Queen St","A6022","0.56","11","16","1687","40","219","39","7","17","2","3","4","72","2035"
"2000","47803","Yorkshire and The Humber","Kirklees","A6024","PR","410000","404570","LA Boundary","Digley Rd, Holmbridge","3.04","7","49","1318","3","159","1","0","4","1","2","0","9","1539"
"2000","47804","Yorkshire and The Humber","Calderdale","A6025","PU","412000","422470","A629","A644","2.92","50","94","9251","53","1379","291","66","99","35","47","17","556","11333"
"2000","47806","Yorkshire and The Humber","Calderdale","A6033","PU","393600","424000","A681","A646","0.75","20","9","2949","41","387","150","5","5","4","11","5","181","3568"
"2000","47807","Yorkshire and The Humber","Bradford","A6036","PU","416000","429960","A641","M606","0.56","10","42","3934","32","567","96","20","18","9","23","14","180","4755"
"2000","47808","Yorkshire and The Humber","Leeds","A6038","PU","419390","444970","WEST BUSK LANE","A660","0.62","19","23","3367","83","371","48","10","10","7","9","3","87","3931"
"2000","47822","Yorkshire and The Humber","Sheffield","A6101","PR","430000","387480","A57","Hollins Lane","2.36","74","36","2080","33","256","62","27","14","4","10","8","125","2530"
"2000","47825","Yorkshire and The Humber","North Yorkshire","A6108","PR","420003","502573","A6136","A1(T)","4.29","14","77","11046","158","1098","221","27","11","47","8","11","325","12704"
"2000","47826","Yorkshire and The Humber","Sheffield","A6109","PU","439000","391050","A6102","M1","1.43","18","78","6394","444","886","367","67","30","37","70","29","600","8403"
"2000","47827","Yorkshire and The Humber","Leeds","A6110","PU","427550","431240","A62","M621","0.19","5","12","2401","12","264","181","12","10","18","24","20","265","2954"
"2000","47831","Yorkshire and The Humber","Leeds","A6120","PU","422440","437000","A657","A65","0.99","10","90","11461","65","1028","135","20","20","24","29","21","250","12894"
"2000","47839","Yorkshire and The Humber","Sheffield","A6135","PU","435800","387870","A61","A61","0.12","8","10","896","126","145","30","5","2","2","2","1","42","1219"
"2000","47842","Yorkshire and The Humber","Bradford","A6176","PU","418000","435700","A6177","A658","1.24","8","14","3711","30","293","109","5","2","5","10","6","137","4184"
"2000","47853","Yorkshire and The Humber","North Yorkshire","A64","TR","448000","442100","A659","A162","2.24","1","164","27598","264","2541","977","82","63","237","577","362","2298","32866"
"2000","47855","Yorkshire and The Humber","Sheffield","A57","PU","438000","387200","A61","A6102","1.8","0","255","31969","309","3364","765","90","82","98","151","108","1294","37190"
"2000","47856","Yorkshire and The Humber","Sheffield","A61","PU","433400","390700","A6102","B6079","0.31","9","22","2641","63","383","78","16","8","9","9","3","123","3231"
"2000","47858","Yorkshire and The Humber","Doncaster","A630","PR","464000","405670","Mere Lane","M18","1.74","6","55","9271","33","1467","476","42","43","114","245","136","1056","11882"
"2000","47860","Yorkshire and The Humber","Sheffield","A61","PU","434410","387000","A625","A57","0.62","18","63","5767","32","739","108","9","6","10","10","5","148","6748"
"2000","47905","Yorkshire and The Humber","Calderdale","A6139","PU","405800","424000","A58","A646(T)","0.43","1","13","1119","20","183","16","2","1","2","1","0","23","1357"
"2000","47907","Yorkshire and The Humber","Bradford","A6177","PU","417000","435000","A658","A6176","0.68","5","12","1416","3","163","25","0","1","2","1","2","32","1626"
"2000","47968","Yorkshire and The Humber","Bradford","A6037","PU","415000","436866","Bolton Lane","A6038","1.68","40","78","10210","57","1312","246","17","6","12","18","16","316","11973"
"2000","47969","Yorkshire and The Humber","Bradford","A6181","PU","416220","432780","A647","A641","0.12","2","6","1329","5","198","44","5","3","4","4","5","65","1603"
"2000","47975","Yorkshire and The Humber","North Yorkshire","A6040","PU","430854","455000","A61","A59","0.68","26","30","3536","35","162","64","10","3","3","5","1","86","3849"
"2000","47980","Yorkshire and The Humber","East Riding of Yorkshire","A1038","PU","518000","466760","A165 Kingsgate/Bessingby Rd","A165 Scarboro' Rd / Market Place","1.86","100","40","5612","191","546","69","8","1","9","1","3","91","6480"
"2000","48049","Yorkshire and The Humber","Leeds","A58","PU","428669","433183","B6154","Armley Rd","0.19","8","32","5139","87","825","75","16","8","12","21","14","146","6229"
"2000","48063","Yorkshire and The Humber","North Yorkshire","A65","TR","400830","452550","A6131","A59","0.62","2","37","1913","9","116","73","29","37","18","52","29","239","2314"
"2000","48076","Yorkshire and The Humber","Sheffield","A61","PU","435940","387600","A6178","A57/A6135 roundabout","0.25","4","29","2953","84","377","76","13","8","8","6","6","116","3558"
"2000","48201","Yorkshire and The Humber","York","A1036","PU","460420","452410","A19","A1036 Monkgate","0.43","61","28","1603","32","196","32","5","4","3","2","1","46","1904"
"2000","48209","Yorkshire and The Humber","Kirklees","A62","PU","414280","417210","A62 Castlegate slip","A641","0.25","1","14","1735","11","222","42","8","4","4","4","3","65","2047"
"2000","48225","Yorkshire and The Humber","North Lincolnshire","A18","PR","496020","406620","A18 spur to M180","B1207","0.43","5","17","1588","22","202","43","7","4","10","13","11","89","1917"
"2000","48328","Yorkshire and The Humber","Leeds","A653","PU","428518","429365","A6110 Millshaw Road","A6110 Ring road Beeston","0.5","6","18","1604","4","258","37","7","6","5","7","4","66","1949"
"2000","48329","Yorkshire and The Humber","Leeds","A660","TR","419000","445272","A6038/A659","LA Boundary","1.12","43","54","5623","48","501","82","19","14","13","27","12","166","6393"
"2000","48331","Yorkshire and The Humber","Kingston upon Hull, City of","A63","TU","509000","428200","Rawling Way roundabout","A1079 roundabout","0.62","0","69","6807","31","821","344","82","51","104","317","250","1147","8876"
"2000","48341","Yorkshire and The Humber","North East Lincolnshire","A1173","PU","520251","414764","A1173 Kings Rd roundabout","Laporte Rd","1.12","9","18","820","21","216","31","9","5","9","37","29","120","1195"
"2000","48400","Yorkshire and The Humber","North Lincolnshire","A1077","PR","512000","414920","B1211","A160","2.55","13","15","1705","34","270","59","15","8","7","14","13","116","2140"
"2000","48416","Yorkshire and The Humber","Leeds","A58","PM","430012","434433","A660","A66","0.25","0","39","6754","45","933","196","25","15","33","70","55","395","8166"
"2000","48482","Yorkshire and The Humber","North Lincolnshire","A18","PR","505195","410800","A18 main route","M180","0.25","0","5","907","12","108","38","7","12","11","30","18","116","1148"
"2000","48492","Yorkshire and The Humber","North Yorkshire","A6040","PU","430400","454700","A61","A61","0.19","4","5","837","10","80","7","2","2","2","1","0","14","946"
"2000","48511","Yorkshire and The Humber","Barnsley","A628","PU","434950","406130","A61","Oak Well Lane","0.37","3","7","868","81","136","26","4","1","1","1","1","34","1124"
"2000","48531","Yorkshire and The Humber","Sheffield","A61","PU","435210","381000","LA Boundary","A6102","0.62","19","59","6329","136","753","118","16","6","10","17","22","189","7466"
"2000","48535","Yorkshire and The Humber","Leeds","A58","PU","428980","433500","A58(M)","A65 mid-roundabout","0.19","8","34","5105","87","786","166","22","13","24","47","30","301","6312"
"2000","48594","Yorkshire and The Humber","East Riding of Yorkshire","M62","TM","468201","421400","SPUR","M62","0.93","0","10","3339","20","657","274","32","18","126","513","325","1288","5315"
"2000","48647","Yorkshire and The Humber","Bradford","A6037","PU","416241","434595","King's Rd","A6177","0.19","5","17","1573","12","246","71","7","5","12","14","13","121","1970"
"2000","48648","Yorkshire and The Humber","Bradford","A6037","PU","416385","434646","Canal Rd","A6177","0.31","1","6","1076","18","114","17","1","1","1","1","1","21","1236"
"2000","48655","Yorkshire and The Humber","Barnsley","A616","TR","435000","398179","A61","M1","1.3","2","50","6241","26","749","460","51","81","95","400","297","1383","8448"
"2000","48671","Yorkshire and The Humber","Leeds","A58","PR","440680","447730","A661","A58 Walton Rd roundabout","0.37","2","12","1712","12","191","104","4","3","6","7","7","130","2057"
"2000","48672","Yorkshire and The Humber","North Yorkshire","A19","TU","462000","432741","A1041","OLYMPIA CRESCENT","0.43","51","37","2008","28","315","86","11","14","14","39","21","184","2572"
"2000","48692","Yorkshire and The Humber","North Yorkshire","A167","PU","437029","494000","A168","A684","0.43","21","11","2094","19","275","50","14","7","7","12","5","97","2496"
"2000","48728","Yorkshire and The Humber","Bradford","A65","TR","407015","449434","A6034","Main St","1.37","2","38","6190","40","745","117","47","55","20","42","22","302","7314"
"2000","48771","Yorkshire and The Humber","Wakefield","A61","PR","433500","412000","LA Boundary","Wood Lane, Newmillerdam","2.55","17","131","5404","55","678","171","35","94","90","102","90","581","6850"
"2000","48803","Yorkshire and The Humber","North Yorkshire","A658","PR","435000","454700","A661","A59","2.55","2","72","11706","57","782","306","55","97","33","99","54","643","13260"
"2000","48804","Yorkshire and The Humber","Sheffield","A6102","PU","439070","389150","A631","A6178","0.62","10","49","5198","62","714","167","26","20","10","23","12","258","6281"
"2000","48805","Yorkshire and The Humber","Sheffield","A61","PU","435530","386559","St Marys Rd","Matilda St","0.06","3","3","343","1","41","6","1","1","1","1","0","11","400"
"2000","48806","Yorkshire and The Humber","Barnsley","A61","PU","435062","407955","A635","B6132 Carlton Rd","0.81","10","56","5500","234","805","105","11","9","12","18","17","173","6769"
"2000","48820","Yorkshire and The Humber","Barnsley","A628","PU","434500","406047","Racecommon Rd roundabout","A61","0.43","8","47","3286","57","438","113","11","8","31","48","22","232","4059"
"2000","56006","Yorkshire and The Humber","Barnsley","M1","TM","430500","408800","37","38","4.35","0","306","109076","597","16485","6758","710","519","1960","5612","2733","18292","144755"
"2000","56007","Yorkshire and The Humber","Leeds","M621","TM","431004","430551","43","44","0.62","0","68","14008","67","2491","488","85","95","135","377","156","1335","17969"
"2000","56009","Yorkshire and The Humber","Leeds","M621","TM","430260","431970","3 (SPUR)","4","0.25","0","2","5388","25","724","160","21","25","54","103","40","404","6542"
"2000","56016","Yorkshire and The Humber","Doncaster","M18","TM","458000","399300","2","3","1.55","0","95","20139","123","3283","1408","166","173","550","2246","1201","5744","29385"
"2000","56024","Yorkshire and The Humber","Doncaster","A630","PU","460000","405840","A19","A18","2.6","134","188","19455","100","2852","596","109","33","100","251","114","1203","23798"
"2000","56028","Yorkshire and The Humber","Doncaster","A638","PU","457740","402600","A18","A630","0.5","9","32","4566","78","627","94","10","25","14","15","13","170","5473"
"2000","56053","Yorkshire and The Humber","Leeds","M62","TM","436500","425930","30","LA Boundary","1.55","0","139","30070","165","6266","1376","280","421","982","3298","1729","8086","44727"
"2000","56055","Yorkshire and The Humber","Rotherham","A631","PU","443000","390100","A630 Centenary Way","A630 Rotherway","0.68","11","44","4622","28","804","187","37","47","33","62","60","426","5923"
"2000","56056","Yorkshire and The Humber","Wakefield","M62","TM","449200","422160","33","LA Boundary","2.8","0","154","33464","174","5563","2426","300","346","806","4381","3102","11362","50717"
"2000","56057","Yorkshire and The Humber","East Riding of Yorkshire","M62","TM","482000","429840","37","38","8.2","0","312","63606","330","11422","4161","708","399","1786","5539","3957","16550","92220"
"2000","56063","Yorkshire and The Humber","Leeds","M621","TM","428000","431430","1","2","0.68","0","33","11819","71","1895","374","47","73","99","211","115","919","14737"
"2000","56065","Yorkshire and The Humber","Leeds","A58","PM","429000","433500","A58 Wellington Road","A58 West Street","0.43","0","67","9502","97","1433","276","37","27","59","111","79","589","11687"
"2000","56066","Yorkshire and The Humber","Doncaster","A1","TM","455500","399900","A630","M18","1.86","0","70","22522","176","3667","1626","215","235","755","3226","1337","7392","33827"
"2000","56083","Yorkshire and The Humber","North Yorkshire","A1","TR","435900","475000","A1M Jct 49","A61","2.17","0","139","22583","203","3184","1574","220","265","992","2542","1524","7116","33226"
"2000","56085","Yorkshire and The Humber","North Yorkshire","A1","TM","437650","471400","48","A1M Spur to A168","4.85","0","355","74447","608","11087","5786","605","527","4238","12976","7426","31558","118054"
"2000","56086","Yorkshire and The Humber","Wakefield","A1","TR","450000","415650","A639","M62 Jct 33","6.03","0","408","86612","816","13578","5491","662","1246","2696","7544","5667","23306","124720"
"2000","56121","Yorkshire and The Humber","Calderdale","A646","PU","408000","424000","A58","A629","1.3","9","32","3557","22","456","143","11","5","10","8","11","188","4255"
"2000","56197","Yorkshire and The Humber","North East Lincolnshire","A16","PR","527850","407000","A1098","A46","1.62","89","81","8236","38","952","150","24","12","27","73","54","341","9648"
"2000","56201","Yorkshire and The Humber","North East Lincolnshire","A46","PU","525000","407670","Broadway","A16","1.68","131","154","9830","206","849","140","18","11","12","20","9","211","11249"
"2000","56223","Yorkshire and The Humber","North Yorkshire","A19","TR","443250","490000","A61","A684","7.83","0","350","54668","453","8281","3037","309","244","2035","4771","2977","13373","77125"
"2000","56231","Yorkshire and The Humber","Doncaster","A18","PR","470000","411230","M180 northern slip/A614 roundabout","LA Boundary","2.86","30","61","3972","51","595","367","53","74","146","233","118","993","5672"
"2000","56237","Yorkshire and The Humber","North East Lincolnshire","A46","PU","530000","408800","A1031","A180","0.99","143","19","3649","21","396","42","5","2","2","6","3","60","4145"
"2000","56238","Yorkshire and The Humber","North Yorkshire","A63","TU","461300","432350","A19","A1041","0.25","53","20","1014","24","176","40","6","4","8","22","15","95","1328"
"2000","56339","Yorkshire and The Humber","Kingston upon Hull, City of","A165","PU","510600","429300","A1165","Holderness Rd","0.25","102","61","1257","73","177","25","4","1","3","1","1","34","1602"
"2000","56470","Yorkshire and The Humber","Calderdale","A58","PU","407000","424280","A6142","A6142","0.62","2","5","1860","45","235","66","5","1","4","3","6","86","2232"
"2000","56479","Yorkshire and The Humber","Leeds","A58","PU","432100","435850","Gledhow Rd","A6120","2.98","59","152","21983","452","1649","218","11","1","3","7","2","242","24479"
"2000","56482","Yorkshire and The Humber","North Yorkshire","A63","TR","448000","429800","A1(T)","A162","1.62","2","12","2865","11","443","208","44","18","184","171","108","734","4066"
"2000","56485","Yorkshire and The Humber","Bradford","A65","TR","415000","447200","B6382 West","A660","2.73","91","120","19895","229","2320","300","86","79","73","130","59","727","23291"
"2000","56486","Yorkshire and The Humber","Kirklees","A62","PU","423650","427620","A643","M621 (southern roundabout)","1.3","16","84","6520","122","1267","198","48","36","62","131","70","545","8537"
"2000","56502","Yorkshire and The Humber","North Yorkshire","A6069","PR","400000","452100","Kingsway, Skipton","A65","1.18","9","15","1324","6","156","42","5","2","2","1","0","53","1554"
"2000","56526","Yorkshire and The Humber","North Lincolnshire","A161","PR","477630","400000","B1396","M180","6.03","53","90","6660","60","834","214","64","29","22","106","64","499","8142"
"2000","56556","Yorkshire and The Humber","North Yorkshire","A171","PR","487200","510040","A169","B1416 Staksby Rd, Whitby","0.99","7","82","3672","32","494","59","10","7","23","21","21","141","4421"
"2000","56571","Yorkshire and The Humber","East Riding of Yorkshire","A164","PR","502120","435000","A164 / B1232 NORWOOD LODGE","A164 BRIDGE OVER A1079","3.85","99","448","32564","151","2730","743","87","90","224","216","127","1488","37381"
"2000","56574","Yorkshire and The Humber","North Yorkshire","A168","PR","440000","488400","A61","St James Drive, Northallerton","6.34","37","174","14700","130","1756","496","95","216","67","181","93","1148","17908"
"2000","56579","Yorkshire and The Humber","Barnsley","A61","PU","435328","405000","B6100","A6133","1.43","17","29","4959","320","734","121","12","8","10","7","17","176","6218"
"2000","56591","Yorkshire and The Humber","North Yorkshire","A61","PR","443200","482110","A61 Millgate","A170","0.19","10","3","398","3","66","7","2","1","0","1","0","12","480"
"2000","56597","Yorkshire and The Humber","Sheffield","A61","PR","433000","396500","A629","LA Boundary","0.25","2","11","1389","7","222","50","5","0","6","9","5","76","1703"
"2000","56599","Yorkshire and The Humber","Leeds","A58","PU","431000","435060","A61","Gledhow Rd","0.62","8","25","3652","50","474","41","1","1","3","3","1","51","4251"
"2000","56602","Yorkshire and The Humber","North Yorkshire","A61","PU","430700","453500","Fulwith Rd","A6040","1.3","12","37","6386","118","305","76","39","21","9","16","46","207","7053"
"2000","56606","Yorkshire and The Humber","North Yorkshire","A6131","PU","399020","451800","A6069","The Avenue","0.87","19","40","3456","69","556","73","10","2","4","3","3","93","4215"
"2000","56608","Yorkshire and The Humber","Sheffield","A61","PU","435000","388000","A61 Hoyle St","A57","0.43","14","12","2045","167","324","68","6","4","9","9","8","103","2651"
"2000","56609","Yorkshire and The Humber","North Yorkshire","A64","TR","445000","440920","A1(M) spur","A659","1.12","2","53","12249","79","1650","552","68","67","161","411","207","1465","15497"
"2000","56617","Yorkshire and The Humber","Wakefield","A61","PU","433770","420130","Bridge Street","Ings Road/Kirkgate inersection","0.19","12","23","2957","64","264","179","7","11","7","11","17","232","3540"
"2000","56618","Yorkshire and The Humber","North Yorkshire","A61","PU","429800","456000","A61 Kings Rd","A59","0.93","25","65","5335","81","236","62","11","9","5","5","7","100","5816"
"2000","56621","Yorkshire and The Humber","Leeds","A64","TR","440000","439600","Baildon Drive, Whinmoor","LA Boundary","4.66","7","353","25365","293","3161","556","106","104","198","285","167","1416","30588"
"2000","56624","Yorkshire and The Humber","Sheffield","A61","PR","433770","395000","Norfolk Hill","A629","1.55","22","80","11006","169","1494","328","39","37","56","85","31","575","13323"
"2000","56631","Yorkshire and The Humber","North Yorkshire","A63","TU","460000","431840","Sandhill Lane","A19","1.18","61","22","2230","42","230","73","16","12","15","24","15","155","2679"
"2000","56635","Yorkshire and The Humber","East Riding of Yorkshire","A63","TR","488585","431000","M62","A63","2.98","24","148","23347","142","4232","1879","263","121","728","2070","1354","6414","34284"
"2000","56725","Yorkshire and The Humber","North Lincolnshire","A159","PU","489070","408000","Valley View Drive","A18","2.24","169","79","7378","80","498","64","6","2","4","5","1","81","8117"
"2000","56744","Yorkshire and The Humber","North Yorkshire","A172","PR","453360","510000","A173","LA Boundary","2.49","12","5","6002","35","650","135","25","7","20","84","35","307","6998"
"2000","56747","Yorkshire and The Humber","North Yorkshire","A162","PR","449400","430000","A63(T)","A612 spur","8.89","29","133","20583","250","2781","966","120","114","579","1174","556","3509","27256"
"2000","56749","Yorkshire and The Humber","North Yorkshire","A64","PU","503633","488096","A171","A165","0.5","33","61","3345","110","502","30","4","3","6","2","3","48","4066"
"2000","56840","Yorkshire and The Humber","Wakefield","A6032","PU","442000","425720","A639","A655","0.99","6","12","2035","11","693","86","17","12","7","0","0","121","2872"
"2000","56845","Yorkshire and The Humber","Kirklees","A643","PU","422200","426250","A652","A62","0.43","4","9","769","15","84","6","0","0","0","1","1","9","886"
"2000","56848","Yorkshire and The Humber","Bradford","A647","PU","418000","432920","A650","A6177","1.06","11","56","6881","148","843","311","11","9","15","23","9","378","8306"
"2000","56851","Yorkshire and The Humber","Kirklees","A652","PU","422300","426000","A62","A643","0.37","4","7","1171","5","197","58","5","2","6","4","3","78","1458"
"2000","56862","Yorkshire and The Humber","Sheffield","A629","PU","436000","395730","Woodburn Drive","A6135","0.5","4","6","1288","32","164","27","2","1","2","3","3","37","1527"
"2000","56863","Yorkshire and The Humber","Sheffield","A6109","PU","436000","388100","A6135","A6178","0.25","18","12","1153","105","182","57","9","6","2","2","2","78","1530"
"2000","56864","Yorkshire and The Humber","Wakefield","A638","PR","436000","419000","A645","A655","1.43","21","119","10106","220","684","762","84","58","32","38","63","1037","12166"
"2000","56866","Yorkshire and The Humber","Barnsley","A635","PU","435000","405970","A61","A6133","0.43","3","11","1402","84","199","28","1","1","2","3","3","38","1733"
"2000","56867","Yorkshire and The Humber","Calderdale","A644","PU","415000","422860","A641","M62","1.12","7","61","4254","32","936","189","43","60","59","121","48","519","5801"
"2000","56873","Yorkshire and The Humber","Doncaster","A638","TU","455000","405500","A635","B1220","1.62","66","119","10287","251","1300","245","41","14","55","83","50","489","12446"
"2000","56874","Yorkshire and The Humber","Wakefield","A642","PU","431960","420000","Bridge Rd, Horbury","A638","3.42","104","144","17213","455","1483","465","24","11","18","16","9","543","19838"
"2000","56879","Yorkshire and The Humber","Kirklees","A653","PU","425000","422000","A638","LA Boundary","2.42","26","100","10440","74","1478","181","45","58","29","45","27","385","12477"
"2000","56883","Yorkshire and The Humber","Leeds","A659","PR","421000","445770","East Busk Lane","A658","2.36","87","107","7302","64","890","128","29","29","29","47","29","290","8653"
"2000","56889","Yorkshire and The Humber","Kirklees","A638","PU","418700","426000","A643","M62 / M606","1.12","17","37","5715","124","901","241","24","16","24","41","32","377","7154"
"2000","56895","Yorkshire and The Humber","Leeds","A642","PR","438000","429970","Pottery Lane, Woodlesford","A63","2.55","30","110","8781","122","1416","77","25","22","8","17","5","155","10584"
"2000","56911","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","473310","425000","Western Rd","A614 spur to M62","2.05","115","191","7202","101","598","190","44","11","23","86","40","393","8485"
"2000","56986","Yorkshire and The Humber","Leeds","A6120","TU","435000","437800","A58","A64","1.24","5","39","6987","44","861","277","21","20","18","26","25","388","8318"
"2000","57027","Yorkshire and The Humber","Wakefield","A6032","PU","442800","425900","A655","A656","0.25","4","18","1959","58","138","126","8","3","5","7","5","154","2327"
"2000","57030","Yorkshire and The Humber","Bradford","A6177","PU","415000","431100","A647","A641","1.18","15","42","6358","34","1011","201","28","21","45","100","50","445","7889"
"2000","57074","Yorkshire and The Humber","Doncaster","M180","TM","468000","411100","M18","1","1.06","0","28","8423","52","1825","587","124","154","335","358","1368","2926","13254"
"2000","57077","Yorkshire and The Humber","Kirklees","A635","PU","415000","409400","A6024","A616","1.99","18","33","4441","91","612","76","5","21","11","10","9","132","5310"
"2000","57089","Yorkshire and The Humber","Barnsley","A628","PU","432500","406060","M1","A6133","0.31","9","20","2398","44","322","87","9","8","19","28","17","168","2953"
"2000","57091","Yorkshire and The Humber","Leeds","A643","PU","428000","431100","A6110","M621","0.81","18","22","4178","150","706","82","22","25","9","28","5","171","5227"
"2000","57092","Yorkshire and The Humber","Leeds","A6110","PU","427900","430400","A643","A643","0.25","9","19","3704","41","545","113","15","10","15","22","17","192","4501"
"2000","57094","Yorkshire and The Humber","North Lincolnshire","A160","TR","513700","415000","LA Boundary","A1077","0.62","0","7","1424","8","329","107","33","21","49","349","236","795","2563"
"2000","57095","Yorkshire and The Humber","Kingston upon Hull, City of","A1165","PU","510400","429100","A165","A165","0.19","13","22","722","3","137","34","6","3","5","9","7","64","948"
"2000","57200","Yorkshire and The Humber","Rotherham","A618","PR","446000","384600","A57","Lodge Lane","0.5","3","6","665","17","122","18","1","1","2","4","4","31","842"
"2000","57306","Yorkshire and The Humber","Kirklees","A616","PU","413700","415000","B6110/Waingate","A62","2.05","72","175","9296","215","1514","197","63","76","18","46","26","426","11625"
"2000","57320","Yorkshire and The Humber","Sheffield","A625","PR","430060","381960","old A625/new A625","B6068","2.8","36","45","4497","79","320","61","16","34","13","72","26","222","5163"
"2000","57326","Yorkshire and The Humber","Barnsley","A628","PR","440000","410860","A6195","LA Boundary","1.99","45","85","5307","132","899","184","28","34","23","39","12","319","6742"
